dt,name,country,longitude,latitude,main,description,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds,sunrise_time,sunset_time
2023-12-12 01:05:08,Buenos Aires,AR,-58.3772,-34.6132,Clouds,algo de nubes,24.48,24.86,23.29,25.44,1011,72,5.24,34,11,2023-12-12 05:34:15,2023-12-12 20:00:11
