dt,name,country,longitude,latitude,main,description,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds,sunrise_time,sunset_time
2023-12-27 11:34:53,Buenos Aires,AR,-58.3772,-34.6132,Clouds,nubes,27.69,27.59,26.68,28.29,1014,43,4.78,12,100,2023-12-27 05:40:26,2023-12-27 20:08:14
