dt,name,country,longitude,latitude,main,description,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds,sunrise_time,sunset_time
2023-12-27 15:17:01,Buenos Aires,AR,-58.3772,-34.6132,Clear,cielo claro,29.9,29.07,27.85,31.12,1011,35,4.12,350,0,2023-12-27 05:40:26,2023-12-27 20:08:14
