dt,name,country,longitude,latitude,main,description,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds,sunrise_time,sunset_time
2023-12-28 11:53:00,Buenos Aires,AR,-58.3772,-34.6132,Clear,cielo claro,26.59,26.59,25.82,27.94,1004,61,5.66,330,0,2023-12-28 05:41:03,2023-12-28 20:08:33
